id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
14490343,Corporate 1BR #3 in Nob Hill,9965793,The Twist,,Chinatown,37.79193882,-122.4076536,Entire home/apt,123,30,0,,,8,33
14501193,Spectacular Location/ Views - 8 month rental,84616048,Suni,,Russian Hill,37.80561626,-122.4245322,Entire home/apt,160,240,0,,,1,359
14501673,Downtown SF Studio Apartment Near Civic Center,10764661,Carlos & Graciela,,Downtown/Civic Center,37.78100273,-122.4195171,Entire home/apt,150,30,10,9/2/2018,0.49,4,312
14505006,Telegraph Hill Suite Spot,8237509,Susann,,North Beach,37.80159003,-122.4028113,Entire home/apt,225,3,78,8/18/2018,3.4,1,248
14507492,SF Sunrise Room Near Fillmore District,41512875,Kim,,Western Addition,37.78158432,-122.4403316,Private room,140,2,47,8/30/2018,1.89,3,93
14520477,1 bedroom apartment,89723114,Jacob,,Mission,37.7545432,-122.4036303,Entire home/apt,100,30,48,2/1/2018,1.93,1,0
14534438,Private Room & Bath in High Rise Flat near station,68433775,Jane,,South of Market,37.77767886,-122.4157608,Private room,119,1,72,8/12/2018,3,2,25
14538591,Beach and park private studio separate  entrance,41376640,Pauline,,Outer Sunset,37.76310047,-122.5032012,Private room,85,1,20,8/26/2018,1.07,1,299
14540002,Charming Noe Valley garden view,16854419,Zack,,Noe Valley,37.74711811,-122.4252272,Private room,119,6,33,8/21/2018,1.32,2,75
14548497,Soma Ballpark Place Private Hotel Bedrm,81009974,Lisa,,South of Market,37.78195304,-122.3957124,Private room,95,1,73,9/4/2018,2.92,4,4
14549750,Spacious and Comfortable Apartment,37720688,Susanna,,Outer Sunset,37.7610426,-122.4909055,Entire home/apt,150,3,76,8/18/2018,3.79,1,91
14551164,Spectacularly Surprising in the Sunset!,29958359,Diana And Travis,,Inner Sunset,37.75897742,-122.4767088,Private room,50,31,59,4/22/2018,2.44,1,123
14551959,The Bartlett QUEEN,17042045,The Bartlett,,Downtown/Civic Center,37.78621658,-122.4095847,Private room,119,1,62,8/16/2018,2.55,19,0
14552390,The Bartlett QUEEN,17042045,The Bartlett,,Downtown/Civic Center,37.78598398,-122.4077414,Entire home/apt,78,1,100,8/21/2018,3.99,19,0
14553088,"Airy, Modern Studio in Central San Francisco",10764661,Carlos & Graciela,,Downtown/Civic Center,37.78110643,-122.4196716,Entire home/apt,150,30,7,10/15/2017,0.32,4,312
14553693,Charming Cottage in Haight-Ashbury Garden,47941100,Syd,,Haight Ashbury,37.77062533,-122.4373063,Entire home/apt,160,3,102,9/3/2018,4.07,1,276
14567341,OCEAN BEACH FRONT FLAT//GREAT LOCATION+VIEWS,3800063,Angela,,Outer Sunset,37.75509684,-122.5093648,Entire home/apt,285,3,23,3/27/2018,1.53,1,30
14577765,Private room located in SF,86027378,Ernest,,Excelsior,37.72590439,-122.4184864,Private room,45,30,51,8/10/2018,2.04,6,302
14591043,Outer Mission Private Bed & Bath w. Own Entrance,4158043,Gwen,,Excelsior,37.72451875,-122.4324157,Private room,100,4,46,9/1/2018,1.86,1,129
14594885,Designer luxury home at entry to Golden Gate Park,51008244,Richard,,Haight Ashbury,37.77271479,-122.4533741,Entire home/apt,200,2,53,8/29/2018,2.21,1,65
14596029,Retro Glen Park Garden,90541912,Rob,,Glen Park,37.73419642,-122.4326484,Shared room,50,3,41,8/28/2018,1.64,4,6
14606464,"Comfortable apartment in SoMa, SF w/parking",30201630,Komal,,South of Market,37.77971301,-122.3953637,Private room,150,30,1,10/14/2017,0.09,1,80
14611058,Short or long term stay - Room in Penthouse!,73070632,Tina,,Outer Mission,37.71126712,-122.44895,Private room,55,31,19,8/31/2018,0.76,3,260
14611546,Chic North Waterfront Condo with Parking!,1479964,James,,North Beach,37.80502033,-122.4063226,Entire home/apt,139,30,4,1/14/2018,0.19,29,151
14619235,Charming 2BR Noe Valley Home with Lovely Garden,5043788,Irene,,Noe Valley,37.74788547,-122.4386613,Entire home/apt,310,3,37,8/26/2018,2,1,24
14635668,Spacious Noe Valley Garden Oasis,16854419,Zack,,Mission,37.74803429,-122.424576,Entire home/apt,219,6,3,5/19/2018,0.15,2,0
14651109,Newly Remodeled Home in SF Parkside District,90982770,Tony,,Parkside,37.74589958,-122.4728708,Entire home/apt,379,1,44,7/22/2018,1.83,1,354
14654471,Affordable private room in SF,86027378,Ernest,,Excelsior,37.72626844,-122.4183218,Private room,45,30,46,8/27/2017,1.85,6,303
14671513,House at the top of Potrero Hill,260426,Joe,,Potrero Hill,37.75958369,-122.4008684,Entire home/apt,348,3,6,2/6/2018,0.24,3,6
14671675,Spacious and Quiet Room in Heart of the Mission,61995035,Pete And Ivan,,Mission,37.76535305,-122.4168849,Private room,110,3,120,8/26/2018,4.85,3,328
14673134,Bernal Heights Garden Studio,39655178,Jeff,,Bernal Heights,37.73721651,-122.422645,Entire home/apt,125,30,20,8/18/2018,0.86,1,113
14688313,Cozy room in best location,9953895,Veronica,,Castro/Upper Market,37.75757727,-122.4295638,Private room,80,3,111,8/23/2018,4.64,2,6
14691164,3 mins walk to Castro Neighborhood & transport,31069921,Tim,,Castro/Upper Market,37.76590288,-122.4347035,Entire home/apt,280,4,59,8/25/2018,3.04,1,18
14694071,Lower Nob Hill/Tenderloin  large studio,11855893,Christina,,Downtown/Civic Center,37.78505825,-122.4141144,Entire home/apt,156,30,45,8/2/2018,1.86,1,121
14697748,Newly Furnished & Remodel North Beach SF Apartment,91402307,Kelvin,,North Beach,37.80278336,-122.4094443,Entire home/apt,268,30,23,1/5/2017,0.94,1,363
14705126,Large Bright 2 Bedroom w L Deck & One Free Parking,91464797,Un Kuan (Anna),,Outer Sunset,37.76160181,-122.4949617,Entire home/apt,225,2,127,8/19/2018,5.23,1,259
14709523,The Bartlett QUEEN,17042045,The Bartlett,,Downtown/Civic Center,37.78707502,-122.409731,Private room,112,1,75,8/23/2018,3.08,19,0
14714307,Cozy Corner 1x1 in the Sunny Mission!,4430421,Landmark,,Mission,37.76429807,-122.4170027,Entire home/apt,100,30,0,,,86,239
14726839,"Perfect Room near CCSF, easy parking, quiet, cozy.",86083871,Kina,,West of Twin Peaks,37.72728102,-122.4580483,Private room,63,30,14,8/9/2018,0.57,5,269
14727009,"Private room near CCSF, easy parking, quiet, cozy.",86083871,Kina,,West of Twin Peaks,37.7293535,-122.4570533,Private room,62,30,13,6/9/2018,0.53,5,148
14745298,Spacious Noe Valley Studio w/parking,909879,Naomi,,Noe Valley,37.74863518,-122.4366015,Entire home/apt,200,2,101,8/29/2018,4.31,1,196
14759973,Beautiful and Large Mission Oasis,12654522,Shaelyn,,Mission,37.75834051,-122.4114316,Entire home/apt,310,2,14,8/26/2018,0.58,1,7
14760041,Bright and Spacious Lower 2BD Flat Inner Sunset,92031637,Kimberley,,Inner Sunset,37.76314929,-122.4700771,Entire home/apt,215,2,13,9/3/2018,0.83,1,3
14761638,ATT Ballpark private hotel bedrm in Soma,81009974,Lisa,,South of Market,37.78134139,-122.3954057,Private room,96,1,58,8/25/2018,2.35,4,13
14762154,"Suite: Big Deck & Room, Priv Luxury Bath, Kitchen",84154713,Sean & Vanessa,,Bayview,37.72707806,-122.3880715,Private room,260,2,24,8/28/2018,1.36,7,0
14762607,Secluded 1BR Condo in Centra SoMa,4071641,Ryan,,South of Market,37.77474871,-122.4082868,Entire home/apt,190,4,4,4/7/2018,0.17,1,0
14763705,"Newly Remodeled, Totally Private Suite W/Parking",92075817,Joe,,Ocean View,37.7193155,-122.4563489,Entire home/apt,158,1,194,8/23/2018,7.94,1,90
14773074,Spacious and Chill Luxury in the Heart of SF!,594358,Josh,,South of Market,37.77678599,-122.4143818,Private room,89,3,43,8/3/2018,2.32,1,0
14773204,The Mission- Streetside Sunny Apt,61995035,Pete And Ivan,,Mission,37.76667538,-122.4170325,Private room,105,3,131,8/22/2018,5.35,3,289
14775913,Twin Peaks charm,48003274,Voytek,,Twin Peaks,37.74826585,-122.4502784,Entire home/apt,275,3,48,8/25/2018,2,1,309
14788324,City Refuge w Private Entrance+Spacious Backyard,4381076,Grace,,Ocean View,37.72026668,-122.4578486,Entire home/apt,108,2,43,6/17/2018,1.76,2,108
14790424,Villa Balboa between Golden Gate Bridge and Park,66527929,Jana And Peter,,Outer Richmond,37.77701381,-122.4890079,Entire home/apt,199,4,40,9/1/2018,1.95,2,38
14802259,"Noe/Castro Flat - Parking, Spa Bath",9129703,Kathy,,Noe Valley,37.7533226,-122.435453,Entire home/apt,199,3,69,12/3/2017,2.95,1,0
14802586,Garden Studio in the Lower Haight,78451071,Michael,,Western Addition,37.7736359,-122.4326299,Private room,159,3,72,8/25/2018,3,1,133
14804950,"Stylish, cozy, private studio in Bernal Heights",24949158,Angela,,Bernal Heights,37.74569204,-122.4175826,Entire home/apt,110,1,243,9/5/2018,10.55,2,277
14808208,Inner Sunset Sanctuary,92536054,Cassandra,,Inner Sunset,37.76053325,-122.4630663,Entire home/apt,166,30,44,1/26/2018,1.84,1,305
14826774,LUXE 3Bd2Ba Private Roof Deck w/ Heated Floors!,92720638,Micah,,South of Market,37.77673474,-122.4107991,Entire home/apt,688,30,104,4/4/2018,4.45,1,365
14827566,Victorian Room for Simple Well-Being & Convenience,1666254,Kandle,,Western Addition,37.77738353,-122.4312006,Private room,85,2,170,8/22/2018,7.02,2,127
14836958,1bd in 3bd Apt Centrally Located in SF,8491531,Andrew,,Western Addition,37.77313678,-122.4331635,Private room,200,31,5,10/27/2017,0.21,1,160
14841442,"Private room(Green)near CCSF, easy parking, quiet.",86083871,Kina,,West of Twin Peaks,37.72785497,-122.4579085,Private room,58,30,12,3/31/2018,0.49,5,360
14844247,Beautiful Room in DT San Francisco,20678148,Natalie,,Downtown/Civic Center,37.78770435,-122.4136695,Private room,53,30,4,8/12/2018,0.19,8,364
14845574,Cole Valley Jewel 1 BR,92916855,Patricia,,Inner Sunset,37.76585893,-122.454081,Entire home/apt,130,30,33,6/23/2018,1.36,1,342
14869150,Sunny + Large 1 Bedroom near Fillmore/Divisadero,47112373,Fiona,,Western Addition,37.78517171,-122.4443816,Entire home/apt,210,3,26,9/3/2018,1.09,1,0
14869325,"Private room(Red) near CCSF, easy parking, quiet.",86083871,Kina,,West of Twin Peaks,37.72767162,-122.4585765,Private room,58,30,5,7/21/2018,0.21,5,331
14884457,"Private room(White)near CCSF, easy parking, quiet.",86083871,Kina,,West of Twin Peaks,37.72917777,-122.4566352,Private room,58,30,15,8/31/2018,0.62,5,296
14886240,"Private single room, half bath safe neighborhood",74385949,Carmine,,Inner Richmond,37.77746497,-122.4477263,Private room,77,1,81,1/2/2018,3.43,1,0
14887262,Bright private room in the Parkside.,24373754,Marcel,,Parkside,37.74255223,-122.4791723,Private room,8000,1,78,8/13/2018,3.32,1,155
14888467,"Modern Living, Old World Charm",4186663,Justin,,Bernal Heights,37.73538771,-122.4233716,Entire home/apt,280,4,0,,,2,98
14896095,Bay view in prime location in North Beach,93485883,Dave,,Russian Hill,37.80262766,-122.4193817,Entire home/apt,193,30,30,2/7/2018,1.24,1,0
14896984,Gorgeous 3BR/3BA House in Mission District,93497404,Elizabeth,,Mission,37.75241456,-122.4112612,Entire home/apt,350,30,12,10/31/2017,0.5,1,0
14898913,"Priv Bath, Gorgeous Deck, Kitchen, & Free Parking",84154713,Sean & Vanessa,,Bayview,37.72893855,-122.3896516,Private room,175,1,9,8/18/2018,0.44,7,0
14901483,Lovely Room in the Center of Everything,27123550,Jacquelyn,,Western Addition,37.78840191,-122.4263288,Private room,79,30,4,8/20/2017,0.21,8,173
14903530,City Retreat: Stunning Views from All 3 Floors,90631,Dan,,Diamond Heights,37.74132216,-122.4370457,Entire home/apt,295,7,4,8/15/2017,0.17,1,279
14906353,Cozy spoiling park views & parking,885283,Limor,,Excelsior,37.72385972,-122.4186913,Entire home/apt,185,30,7,12/30/2017,0.3,1,191
14907455,(3C) Cozy Private Bedroom near Daly City Subway,88062053,Victor,,Ocean View,37.70855192,-122.465725,Private room,80,1,125,9/1/2018,5.14,2,143
14910754,4 Bedroom Goldengate Park & Haight Ashbury,93655170,Marc,,Haight Ashbury,37.76891144,-122.4531424,Entire home/apt,280,30,0,,,1,160
14913056,3 Bedroom Goldengate Park & Haight Ashbury,93680342,Marc,,Haight Ashbury,37.7689046,-122.4524365,Entire home/apt,200,30,1,11/19/2017,0.1,1,161
14913379,Wyndham Canterbury 1 BR Deluxe Condo,70081060,Jeffrey,,Downtown/Civic Center,37.78812035,-122.4138026,Private room,450,3,1,10/4/2017,0.09,2,85
14913657,Bea's BnB,83483852,Beatrice,,Inner Richmond,37.77829913,-122.4518245,Private room,149,3,35,9/3/2018,1.5,1,135
14913860,2 Bedroom Goldengate Park & Haight Ashbury,93689527,Marc,,Haight Ashbury,37.7696288,-122.4523474,Entire home/apt,160,30,1,11/12/2016,0.05,1,41
14914275,1 Bedroom Golden Gate Park & Haight Ashbury,93694907,Marc,,Haight Ashbury,37.76949372,-122.452955,Entire home/apt,100,30,0,,,1,162
14934208,High Rise Harry Potter themed Room in Downtown SF,23626101,Collin,,South of Market,37.77671584,-122.4162838,Private room,128,1,79,9/1/2018,10.87,1,178
14936250,Private room/bath & entrance -  2 blks from BART,1609621,Katherine,,Outer Mission,37.73065136,-122.4303656,Private room,129,2,30,8/19/2018,1.25,1,57
14938407,(3A) Large Double Beds Room near Daly City Subway,88062053,Victor,,Ocean View,37.70827791,-122.4643213,Entire home/apt,107,1,121,8/29/2018,4.99,2,125
14944663,Cole Valley Casa,1243792,Carolyn,,Haight Ashbury,37.76284609,-122.4495319,Entire home/apt,400,4,43,8/22/2018,2.07,2,260
14945475,Odeon Luxury Loft,1479964,James,,Downtown/Civic Center,37.78719168,-122.4071763,Entire home/apt,300,30,2,8/3/2018,0.09,29,71
14946749,Penthouse Studio with the View in San Francisco,31224596,Vladimir,,Parkside,37.74225058,-122.4963912,Entire home/apt,155,90,23,3/5/2017,0.95,2,0
14948841,Mission Retreat: Architect Re-done Victorian Home,94047782,Drew And Lisa,,Mission,37.7572341,-122.4150385,Entire home/apt,650,30,50,1/8/2018,2.14,1,312
14948905,Liberty Hill View Home with Parking,93929155,Bob And Joanne,,Mission,37.75805135,-122.4225549,Entire home/apt,450,3,77,9/3/2018,3.75,1,6
14948986,A quiet bright apt in the middle of NOPA!,1138085,Assaf,,Western Addition,37.77917321,-122.4406944,Entire home/apt,185,1,1,5/25/2018,0.28,1,0
14949545,Noe Valley Edwardian close to 24th Street,34464345,Tom,,Noe Valley,37.74515135,-122.4294941,Entire home/apt,350,31,32,8/14/2018,1.36,1,129
14950542,Master bedroom at the top of Potrero Hill,260426,Joe,,Potrero Hill,37.75914649,-122.4027517,Private room,95,3,10,8/19/2018,0.42,3,3
14962746,Studio w/ huge views & a hot tub above the Castro!,79117,Bryn,,Castro/Upper Market,37.76238182,-122.4445747,Entire home/apt,120,10,12,2/6/2018,0.6,1,339
14969986,Jackson Square Pied-a-terre,94288779,John,,Financial District,37.79780438,-122.4005788,Entire home/apt,199,90,1,7/31/2017,0.07,1,320
14982368,Private Room in Telegraph Hill Apt with Views,3015985,Raju,,North Beach,37.80037179,-122.4035373,Private room,90,60,0,,,1,309
14983353,Charming 3BR Victorian in NoPa W/Modern Upgrades,94424109,Jonathan,,Western Addition,37.77779763,-122.4385358,Entire home/apt,260,30,36,4/19/2017,1.51,1,244
14988703,Mission Bay/SOMA with an Oakland Bay view,94478439,Carole,,Potrero Hill,37.76266751,-122.3947399,Entire home/apt,150,30,27,1/3/2018,1.13,1,277
14990478,Cozy Garden Cottage,71381627,Eddie,,Outer Mission,37.73095439,-122.4446876,Entire home/apt,95,1,212,9/4/2018,8.95,1,92
14992192,#201 Private Room in Hostel-Style House in Bayview,27123550,Jacquelyn,,Bayview,37.73362524,-122.3875224,Private room,70,30,13,8/10/2018,0.54,8,358
14996188,Private suite with bath near UCSF and GGPark,1492583,Suzanne,,Inner Sunset,37.75848941,-122.4702271,Entire home/apt,130,2,140,9/2/2018,6.05,1,13
15005046,"1 BD beauty w/pkg, 15 min to dwnt",94659320,Irina And Gregory,,West of Twin Peaks,37.73329467,-122.4583484,Entire home/apt,180,2,144,9/2/2018,6,1,107
15009918,Simple Euro Sofa and Bed nr park n beach Fast Wifi,5215966,Melisse,,Outer Sunset,37.75414325,-122.4932435,Shared room,44,30,28,4/27/2018,1.46,4,365
15010218,Glen Park Bedroom + Neighborhood Parking,90541912,Rob,,Glen Park,37.73365785,-122.4334555,Private room,100,3,111,8/25/2018,4.63,4,31
15024335,2-Bedroom Victorian Flat in Dogpatch,48503905,Angie,,Potrero Hill,37.75927983,-122.3893786,Entire home/apt,497,2,31,8/12/2018,1.32,1,55
15025842,2 Level 2BR + 2 BA SoMa Loft Penthouse w/ VIEWS!,94862678,LeAnn,,South of Market,37.77689987,-122.409907,Entire home/apt,450,30,107,3/28/2018,4.43,1,365
15027416,Panoramic Views + Modern Noe Home (Hosted),1577584,Lauren & Mitch,,Noe Valley,37.75151922,-122.4419723,Entire home/apt,295,1,5,11/9/2017,0.21,3,5
15028336,Awesome Glen Park bedroom,90541912,Rob,,Outer Mission,37.7335256,-122.4354539,Private room,70,3,115,8/24/2018,4.79,4,155
15051965,Designers' Garden Retreat,56666480,Bassel,,West of Twin Peaks,37.74324823,-122.4690588,Entire home/apt,125,2,113,9/3/2018,4.71,1,310
15052541,Luxury Studio Atop Russian Hill,38176732,Molly,,Russian Hill,37.79866379,-122.4147545,Entire home/apt,3250,90,0,,,1,359
15054072,"SF Union Square, unbeatable location! (4)",22267033,Jennifer,,Downtown/Civic Center,37.78869897,-122.4113322,Entire home/apt,259,1,5,7/20/2018,0.48,21,360
15055277,501 - PERFECT LOCATION. 2 beds. Sleeps up to 4!,93714995,325,,Financial District,37.79029808,-122.4069347,Private room,129,1,121,8/31/2018,5.03,12,49
15056192,Quiet Room in Apartment near Golden Gate Park,2853604,Allyse,,Inner Richmond,37.77678454,-122.461263,Private room,129,2,80,9/7/2018,3.34,1,4
15060615,Beautiful/Bright Living Space and 4 Bedrooms,95220454,Wilson,,Ocean View,37.71600079,-122.4542463,Entire home/apt,195,3,23,8/1/2018,1.09,1,0
15067182,Charming Pacific Heights Bed and Breakfast,11218165,Bryn,,Pacific Heights,37.79355935,-122.4301749,Private room,239,1,37,8/5/2018,1.58,1,94
15068542,Spacious Room in Apartment near Coit Tower,41781093,Virginia,,North Beach,37.80227952,-122.4069805,Private room,150,2,43,8/27/2018,1.88,2,0
15069107,"South Beach/SOMA Loft, (Private bedroom and bath)",62907992,Robert,,South of Market,37.77944223,-122.3926463,Private room,119,1,136,9/6/2018,5.85,1,148
15070065,The Retreat,4249288,Annria,,Excelsior,37.72631814,-122.4297337,Entire home/apt,120,2,45,8/25/2018,1.92,3,302
15072528,beautiful apartment in great location,3509116,Monty,,Inner Richmond,37.78030934,-122.4507916,Entire home/apt,125,30,7,8/12/2018,0.32,3,259
15075530,Spacious two-bedroom in San Francisco Victorian,1787588,Tim,,Bayview,37.73504165,-122.3928109,Entire home/apt,135,2,100,9/6/2018,4.69,1,49
15086385,Resplendent Russian Hill Studio w/ Parking,15103537,Mary,,Russian Hill,37.80440227,-122.4231348,Entire home/apt,250,30,37,3/31/2018,1.59,1,283
15093175,Spectacular Hayes Valley with Rooftop Deck,1257432,San Francisco Life,,Downtown/Civic Center,37.77695498,-122.422862,Entire home/apt,206,90,1,6/25/2017,0.07,31,311
15126863,Entire Home,14766201,Tom,,Diamond Heights,37.74531235,-122.4434383,Entire home/apt,225,7,6,1/3/2018,0.26,2,217
15132100,404 - Clean Hotel Room in PERFECT LOCATION,93714995,325,,Financial District,37.79009201,-122.4062875,Private room,109,1,145,8/29/2018,6.06,12,34
15132855,Own Floor of Grand Marina Waterfront Home,53614586,Erin,,Marina,37.80515335,-122.4357017,Entire home/apt,245,2,95,8/24/2018,4.06,2,16
15134083,Luxury 2BR in Haight Ashbury Dist-Buena Vista Park,95958962,Marie,,Haight Ashbury,37.77169491,-122.4389965,Entire home/apt,349,30,20,8/19/2017,0.84,1,0
15144208,"Private Room in Cute, Artistic Victorian Flat",46243268,Kristian,,Bernal Heights,37.74375125,-122.4186757,Private room,50,4,58,8/12/2018,2.54,1,121
15149051,Luxury High Rise Condo with Waterfront View,96092167,Michael,,Financial District,37.78951436,-122.3930561,Entire home/apt,400,30,63,1/12/2018,2.65,1,0
15149470,"Luxury SOMA Condo with City View, 24-hr Concierge",9113472,Michael,,South of Market,37.78053208,-122.398141,Entire home/apt,229,30,0,,,3,365
15150709,Zen Captured Noe Valley House,7728783,Cynthia,,Noe Valley,37.74489588,-122.430665,Entire home/apt,350,3,24,8/12/2018,1.01,2,342
15162895,Garden 2BR Condo/Great Location/Lower Pac Heights,3843134,Jack,,Western Addition,37.78577397,-122.44146,Entire home/apt,199,3,15,8/1/2018,0.64,1,120
15163770,Beautiful & Sunny Home in Bernal Heights,1680424,Emily,,Bernal Heights,37.73843487,-122.4217747,Entire home/apt,325,2,17,8/11/2018,1.16,1,56
15164383,Huge Bedroom with Deck on the Roof with View,96218517,Svetlana,,West of Twin Peaks,37.72920221,-122.4603062,Private room,90,30,3,11/1/2016,0.13,6,180
15166182,Luxurious work or vacation rental 1300 sq ft,54217986,Janet,,West of Twin Peaks,37.73936476,-122.4594469,Entire home/apt,135,3,52,8/21/2018,2.22,2,322
15166399,"Spacious Charming Guest Suite, Noe Valley",8541411,Vidhu,,Noe Valley,37.75392829,-122.4368292,Entire home/apt,150,3,11,11/9/2017,0.48,2,3
15176931,Bedroom at the top of Potrero Hill,260426,Joe,,Potrero Hill,37.75952761,-122.4027123,Private room,80,3,32,8/24/2018,1.41,3,1
15177458,Cozy room in Castro Edwardian - 15 min to downtown,1340541,Kayla,,Castro/Upper Market,37.7599746,-122.4415505,Private room,110,2,21,8/16/2017,0.88,2,0
15177460,The Sea Monster in Nopa,1994513,Kirsten,,Haight Ashbury,37.77491546,-122.4402701,Private room,150,1,33,8/31/2018,1.43,1,274
15178460,Wyndham Canterbury 1 Bedroom Presidential,26482762,ResortShare1,,Downtown/Civic Center,37.78794811,-122.4139344,Entire home/apt,240,2,0,,,18,213
15179182,"Modernly designed, Eclectic, Cozy Bayview Ranch",861262,Lauren,,Bayview,37.73905601,-122.3853723,Entire home/apt,250,2,173,9/2/2018,7.72,1,46
15179420,beautiful room in brand new 3 bedroom place,96218517,Svetlana,,Outer Mission,37.73210717,-122.4381519,Private room,80,31,2,10/11/2016,0.09,6,179
15189360,Cozy High-Tech SF Central Home with a Patio View,702376,Zane,,South of Market,37.77682167,-122.4074463,Entire home/apt,500,3,0,,,1,15
15194176,SHARED Room Crypto Community Experience Bed C,12176788,Jean-Loïck & Louis,,North Beach,37.80155754,-122.4100754,Private room,80,31,6,10/1/2017,0.26,4,343
15194320,SHARED Room Crypto Community Experience Bed A,12176788,Jean-Loïck & Louis,,North Beach,37.80238793,-122.4100413,Private room,80,31,14,7/31/2018,0.6,4,352
15194432,SHARED Room Crypto Community Experience Bed B,12176788,Jean-Loïck & Louis,,North Beach,37.80121793,-122.4084412,Private room,80,31,10,9/3/2017,0.47,4,365
15204367,Bottom bunk in a Beautiful Home,5215966,Melisse,,Outer Sunset,37.75634482,-122.492647,Shared room,45,30,64,4/8/2018,2.79,4,365
15207802,1Bdrm PRESIDENTIAL CONDO in Wyndham Canterbury,96098402,Carrie,,Downtown/Civic Center,37.78966651,-122.4118829,Private room,299,3,1,4/19/2018,0.21,6,365
15207940,Cozy San Francisco experience in Westwood Park!,96602297,Ha,,West of Twin Peaks,37.72922569,-122.4606333,Private room,88,1,113,9/5/2018,4.77,1,112
15208293,Gracious Home Nestled In Prestigious Forest Hills,79406824,Gregg A.,,West of Twin Peaks,37.74260179,-122.4593601,Entire home/apt,280,30,1,10/28/2016,0.04,2,88
15214880,1 BDRM Deluxe Condo in Wyndham Canterbury,96098402,Carrie,,Downtown/Civic Center,37.78781957,-122.4137364,Private room,399,3,4,7/17/2017,0.17,6,364
15215678,BERNAL HEIGHTS/MISSION 600 Sqft/Private Entry&Bath,96675573,Jennifer,,Bernal Heights,37.73902297,-122.4214599,Entire home/apt,125,1,156,8/28/2018,6.63,1,195
15216713,Bernal Nook,127367,Annette,,Bernal Heights,37.74470605,-122.4203211,Entire home/apt,99,30,3,7/31/2018,0.15,23,342
15217571,1Bdrm LUXURY CONDO Wyndham Canterbury *Great Rate!,96098402,Carrie,,Downtown/Civic Center,37.78951809,-122.4130877,Private room,369,3,0,,,6,365
15218861,Modern CondoWYNDHAM CANTERBURY 1Bdrm w/kitchenette,96098402,Carrie,,Downtown/Civic Center,37.78811136,-122.4137369,Private room,399,3,4,1/11/2018,0.17,6,364
15220043,"Lovely Home, Great Noe Valley/Castro Locale for 5",64579077,Stephen,,Noe Valley,37.75419728,-122.4402916,Entire home/apt,250,3,34,7/25/2018,1.66,1,115
15233175,Cozy Mission 2BR ~During Construction~,16064491,Austin,,Mission,37.75301914,-122.4108601,Entire home/apt,70,30,59,8/12/2018,2.52,1,35
15236335,Simplistic Crocker Suite,24973603,Mai,,Crocker Amazon,37.70926563,-122.4485511,Entire home/apt,115,3,86,9/3/2018,3.7,1,302
15256248,Completely renovated room w/private bath,7433098,Aljosha,,Castro/Upper Market,37.7619584,-122.4332273,Private room,97,30,8,5/27/2018,0.39,3,219
15258331,2 BR Beautiful Loft in ❤ of SOMA | ✔Washer/Dryer,7884811,Jessy,,South of Market,37.77787504,-122.4036294,Entire home/apt,549,3,17,5/17/2018,0.73,2,0
15267186,"201 - Private & Clean, 2 beds, Sleeps 4 people!",93714995,325,,Financial District,37.7900648,-122.4066324,Private room,92,1,92,9/6/2018,4.38,12,49
15268492,"SF Union Square, unbeatable location! (4)",22267033,Jennifer,,Downtown/Civic Center,37.78711584,-122.4093537,Entire home/apt,259,1,4,4/20/2018,0.28,21,357
15269286,Clean and comfortable studio in historic Victorian,33460481,Colin,,Western Addition,37.78028971,-122.4344657,Entire home/apt,175,30,52,6/21/2018,2.24,1,137
15270397,Bernal Heights Mission Studio,38836,Bernat,,Bernal Heights,37.73611595,-122.4211029,Entire home/apt,87,30,1,9/9/2017,0.08,42,315
15270469,Glen Park 1 bedroom apartment,97153125,Will,,Glen Park,37.7367855,-122.4386358,Entire home/apt,118,3,33,8/28/2018,2.39,1,298
15282659,Short or Long term stay- Room in Modern Condo,73070632,Tina,,Outer Mission,37.71033826,-122.4485417,Private room,65,30,12,7/5/2017,0.52,3,343
15283495,Garden Oasis in the heart of San Francisco,6656178,Robyn,,Western Addition,37.78566721,-122.4433919,Entire home/apt,150,30,2,3/4/2018,0.13,1,156
15286104,"Worldmark 1BR/2BA:Sleeps4, Walk to DreamForce!",84583753,Hanny,,Chinatown,37.79072557,-122.4077135,Entire home/apt,800,3,2,11/9/2017,0.09,5,0
15297353,Brand New Bernal Heights One Bedroom with Garden,34480173,Andrew,,Bernal Heights,37.74185314,-122.4187503,Private room,150,30,13,3/17/2018,1.34,1,268
15299001,[10min Moscone] Cozy Room with sunny deck,9757631,Natacha,,Mission,37.75285428,-122.4186459,Private room,195,30,7,1/14/2018,0.3,1,89
15301909,Presidio Heights Garden Apartment,97440774,Janet,,Presidio Heights,37.78632696,-122.4560346,Entire home/apt,285,30,3,1/12/2017,0.13,1,0
15305339,Beautiful Home luxuriously Finished,97475844,Shelly,,Presidio Heights,37.7877786,-122.4591013,Entire home/apt,325,30,2,2/18/2017,0.09,1,179
15311048,Large Mission Dolores Flat in Classic Victorian,20899143,Peter,,Castro/Upper Market,37.76803982,-122.4268623,Entire home/apt,220,30,4,5/31/2018,0.2,6,326
